umls_cui_from_meddra	side_effect_name
C0264733	Ventricular dilatation (disorder)
C0849925	Ventricular failure
C0340279	Ventricular hypertrophy
C0919702	Ventricular hypokinesia
C0392185	Verbal repetition
C0042568	Vertebrobasilar Insufficiency
C0242648	Vertical Disease Transmission
C0042571	Vertigo
C0032633	Vesicular eczema of hands and/or feet
C0221203	Vesicular rash
C0151883	Vesiculobullous rash
C1535879	Vessel puncture site bruise
C1696110	Vessel puncture site haematoma
C1096225	Vessel puncture site haemorrhage
C1096708	Vessel puncture site inflammation
C0042594	Vestibular Diseases
C0751908	Vestibular Neuronitis
C0235927	Vestibular ataxia
C3495931	Vestibular toxicity
C0242151	Violent
C0424323	Violent behavior
C0243010	Viral Encephalitis
C0152517	Viral diarrhoea
C0042721	Viral hepatitis
C0025297	Viral meningitis
C0276143	Viral pharyngitis
C0042740	Viral syndrome
C0339916	Viral upper respiratory tract infection
C0042749	Viremia
C0042755	Virilism
C0042769	Virus Diseases
C0042790	Vision Disorders
C3665347	Visual Impairment
C0234632	Visual acuity reduced
C0877154	Visual brightness
C0547030	Visual disturbance
C0522214	Visual evoked potentials abnormal
C0235095	Visual field constriction
C0855704	Vital dye staining cornea present
C0042847	Vitamin B 12 Deficiency
C0936215	Vitamin B 6 Deficiency
C0042850	Vitamin B Deficiency
C0858738	Vitamin B12 absorption decreased
C2004521	Vitamin B12 deficiency anemia
C1510471	Vitamin Deficiency
C1142086	Vitamin E decreased
C0042880	Vitamin K Deficiency
C1142530	Vitamin K decreased
C0042900	Vitiligo
C0042907	Vitreous Detachment
C0042909	Vitreous Hemorrhage
C0155365	Vitreous disorder
C0016242	Vitreous floaters
C0152006	Vitreous opacities
C0344320	Vivid dreams
C0042928	Vocal Cord Paralysis
C0264309	Vocal cord disorder
C1527340	Voice Disturbance
C0232097	Volume plasma increased
C0042963	Vomiting
C0856095	Vomiting aggravated
C0232599	Vomiting bile
C0270274	Vomiting neonatal
C0262666	Vulval abscess
C0241712	Vulval erythema
C0156339	Vulval ulceration
C0042994	Vulvar Diseases
C0042996	Vulvitis
C1963790	Vulvovaginal burning sensation
C0520587	Vulvovaginal discomfort
C0152008	Vulvovaginal disorder
C0520589	Vulvovaginal dryness
C2748362	Vulvovaginal erythema
C1609512	Vulvovaginal mycotic infection
C0520588	Vulvovaginal pain
C1112214	Vulvovaginal pruritus
C3160944	Vulvovaginal swelling
C0042998	Vulvovaginitis
C0152009	WBC abnormal
C1611167	Waist circumference increased
C0043012	Wakefulness
C0272118	Warm type haemolytic anaemia
C3665596	Warts
C0043046	Wasting Syndrome
C0043049	Water Intoxication
C0542203	Water retention (finding)
C0239182	Watery diarrhoea
C3257803	Watery eyes
C0858603	Wave slowing
C0233612	Waxy flexibility
C0424109	Weepiness
C0043092	Wegener Granulomatosis
C0043094	Weight Gain
C0241729	Weight fluctuation
C0221232	Welts
C0349464	Wernicke-Korsakoff Syndrome
C0043144	Wheezing
C0231875	Wheezing expiratory
C0231874	Wheezing inspiratory
C0043145	Whiplash Injuries
C0580531	White blood cell count abnormal
C0750394	White blood cell count decreased
C0750426	White blood cell count increased (lab result)
C0948695	White blood cell count low
C2752009	White matter lesion
C0749249	Wide complex tachycardia
C0087169	Withdrawal Symptoms
C0152010	Withdrawal bleed
C0235117	Withdrawal emotional
C0857468	Withdrawal hypertension
C0235097	Withdrawal seizures
C0454643	Word finding difficulty (disorder)
C0233481	Worried
C0857483	Worsening of diabetes
C0043241	Wound Infection
C1096106	Wound complication
C0259768	Wound dehiscence
C0549389	Wound discharge increased
C0241742	Wound haemorrhage
C1863751	Wound healing normal
C0406834	Wound secretion
C0043251	Wounds and Injuries
C0231666	Wrist drop
C0584995	Writing impaired
C0549463	X-Linked Lymphoproliferative Disorder
C0302314	Xanthoma
C0043325	Xanthomatosis
C0221185	Xanthopsia
C0043345	Xeroderma
C0043349	Xerophthalmia
C0259817	Xerosis
C0043352	Xerostomia
C0043387	Yawning
C0750466	Yeast infection
C0558148	Yellow complexion
C0235950	Zinc deficiency
C0043515	Zollinger-Ellison syndrome
C0043541	Zygomycosis
C0740471	abnormal creatinine
C0002792	anaphylaxis
C0233485	apprehension
C0238874	c-ANCA positive
C0007078	carbuncle
C0013687	effusion
C0233571	excitement emotion
C0278151	facial muscle spasm
C0242301	furuncle
C0596601	gastrointestinal gas
C0426576	gastrointestinal symptom
C1384666	hearing impairment
C0848548	hypertensive nephropathy
C0021670	insulinoma
C0427085	jerky movement
C0022572	keratoacanthoma
C0023418	leukemia
C0948281	malignant syndrome
C0025202	melanoma
C0410256	muscle injury
C0555970	nasal infection
C0027765	nervous system disorder
C0027830	neurofibroma
C0149741	nipple discharge
C1112709	non-gonococcal urethritis (NGU)
C0919267	ovarian neoplasm
C0854059	pH urine decreased
C0854058	pH urine increased
C0016169	pathologic fistula
C0032584	polyps
C0033581	prostatitis
C1257843	pseudomembranous colitis
C0241157	pustule
C0178829	reproductive system disorder
C0036104	secretion of saliva
C0575805	swelling of hands (finding)
C0848377	trauma to the abdomen
C2173677	ultrasound of kidney: cyst of kidney
